data_snap_source,tweet_date,user_name,tweet_text,word_count,image_tweet_text,image_description,image_subjects,image_contains_face,detected_persons,chapter_code,pmi_scores,pmi_sum,hedge_count,booster_count,epistemic_stance,epistemic_density,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu,sentiment_abs,selection_score
NY_20,25-Jan-24,@NY_Childre...,"MMR Vaccine Debate Heats Up as Media Claim 'Vaccine Hesitancy' to Blame for Recent Outbreaks

Read:http://tinyurl.com/n8sc89s9

#MMR #Vaccine #Pharma",23,"€@®)\ Children's Health Defens... @NY Childre... -Jan 25,2024 (J - MMR Vaccine Debate Heats Up as Media Claim ‘Vaccine Hesitancy’ to Blame for Recent Outbreaks Read:http://tinyurl.com/n8sc89s9 #MMR #Vaccine #Pharma a MMR 4 VACCINE 3 4 . “ By G tba o) a O3 hi 44 At","The image shows a vial labeled 'MMR VACCINE' being held up, with several microphones positioned in front of it as if at a press conference. The microphones have different colored windscreens (blue, black, and red). The image has a reddish tint/filter applied to it, giving it a dramatic appearance.","MMR vaccine vial, microphones, hands",False,,NY,"{('vaccine', 'mmr'): 4.012824040357583, ('vaccine', 'debate'): 4.012824040357583, ('vaccine', 'heats'): 4.012824040357583, ('vaccine', 'media'): 4.012824040357583, ('vaccine', 'claim'): 4.012824040357583, ('vaccine', ""'""): 3.4278615396364276, ('vaccine', 'hesitancy'): 4.012824040357583, ('vaccine', '#'): 4.012824040357583, ('vaccine', 'pharma'): 4.012824040357583, ('vaccine', '4'): 4.012824040357583}",39.54327790285468,0,0,Neutral,0.0,-0.6908,0.0,0.096,0.904,0.6908,4.3816
NY_79,22-Jan,@libsoftiktok,BREAKING: Trump just rescinded the Covid vax mandate for legal immigrants,11,"ALERT: Effective January 22, 2025, USCIS waives any and all requirements that applicants for adjustment of status to that of a lawful permanent resident present documentation on their Form I-693, Report of Immigration Medical Examination and Vaccination Record, that they received the COVID-19 vaccination. USCIS will not issue any Request for Evidence (RFE) or Notice of Intent to Deny (NOID) related to proving a COVID-19 vaccination. USCIS will not deny any adjustment of status application based on the applicant's failure to present documentation that they received the COVID-19 vaccination.","A screenshot of what appears to be the U.S. Citizenship and Immigration Services (USCIS) website showing a page about vaccination requirements with an alert about COVID-19 vaccination documentation being waived effective January 22, 2025.","USCIS website, alert notification, vaccination requirements",False,,NY,"{('vaccination', 'covid'): 4.527477006060396, ('vaccination', '-'): 4.527477006060396, ('vaccination', '19'): 4.94251450533924, ('vaccination', '.'): 4.94251450533924, ('vaccination', 'uscis'): 4.357552004618084}",23.29753502741735,0,3,K+ (high certainty),2.857142857142857,0.4346,0.088,0.052,0.86,0.4346,4.297771428571428
NY_78,23-Jan,@lifebiomedguru,"BREAKING: NEW PEER-REVIEWED STUDY Mawson & Binu: Vaccination and Neurodevelopmental Disorders: A Study of Nine-Year-Old Children Enrolled in Medicaid https://publichealthpolicyjournal.com/vaccination-and-neurodevelopmental-disorders-a-study-of-nine-year-old-children-enrolled-in-medicaid/... ""The analysis of claims data for 47,155 nine-year-old children revealed that: 1) vaccination was",55,"TQ Mi Children’s Health Defense reposted @\ James Lyons-Weiler @ @lifebiomedguru - Jan 23 [Jorn A BREAKING: NEW PEER-REVIEWED STUDY Mawson & Binu: Vaccination and Neurodevelopmental Disorders: A Study of Nine-Year-Old Children Enrolled in Medicaid ""The analysis of claims data for 47,155 nine-year-old children revealed that: 1) vaccination was 8 ee g ayers \ F \ ie ig eb ieke ; | po ae O41 th 426 Q 702 il 42K At",The image shows a child in a blue hoodie with red accents standing against a white wall. The child is facing the wall and appears to be touching their own shadow that's cast on the wall. The child is wearing blue pants and dark shoes with a green accent.,"child, shadow, wall",True,,NY,"{('vaccination', '&'): 5.224966365000275, ('vaccination', 'binu'): 5.224966365000275, ('vaccination', ':'): 4.055041363557962, ('vaccination', 'neurodevelopmental'): 4.640003864279118, ('vaccination', 'disorders'): 4.640003864279118, ('vaccination', '-'): 1.5811101752255496, ('vaccination', '1'): 5.224966365000275, ('vaccination', ')'): 5.224966365000275}",35.81602472734285,0,0,Neutral,0.0,-0.4767,0.014,0.033,0.953,0.4767,3.9534000000000002
NY_10,29-Jan-24,@NYChildre...,"Scientists Call for Global Moratorium on mRNA Vaccines, Immediate Removal From Childhood Schedule

Read:http://tinyurl.com/yxca28nj

#CovidVaccine #MRNA #Kids",21,"ri Children's Health Defens... @NY Childre... -Jan 29,2024 (J ++ yw Scientists Call for Global Moratorium on mRNA Vaccines, Immediate Removal From Childhood Schedule Read: —— ws py) eee ee ce oh a 19 BOVID-1 | Na? OVID 0 1o) a C1 ih 71 At","The image shows a child with red hair wearing a gray t-shirt, with arms outstretched in a stopping gesture. Behind the child is a row of COVID-19 vaccine vials with blue labels that read 'COVID-19 Coronavirus Vaccine' and indicate '25ml' volume.","child, COVID-19 vaccine vials",True,,NY,"{('mrna', 'global'): 5.029747343394052, ('mrna', 'moratorium'): 5.029747343394052, ('mrna', 'vaccines'): 5.029747343394052, ('mrna', ','): 4.444784842672895, ('mrna', 'immediate'): 5.029747343394052, ('vaccines', 'moratorium'): 5.614709844115208, ('vaccines', 'mrna'): 5.029747343394052, ('vaccines', ','): 5.029747343394052, ('vaccines', 'immediate'): 5.614709844115208, ('vaccines', 'removal'): 5.614709844115208, ('mrna', '#'): 5.029747343394052}",56.49714577877688,0,0,Neutral,0.0,0.4215,0.044,0.0,0.956,0.4215,3.843
NY_14,27-Jan-24,@NY_Childre...,Positive HIV Tests After COVID and COVID Shots + Social Stress Triggers Inflammation + More 👇 https://childrenshealthdefense.org/defender/wsd-positive-hiv-tests-after-covid-shots-stress-triggers-inflammation/...,27,Positive HIV Tests After COVID and COVID Shots + Social Stress Triggers...,"The image shows a molecular structure or model with blue spheres connected by lines, likely representing a scientific visualization. The image has text overlay reading 'The Defender Weekly Science Digest 1.26.2024' with 'Science Digest' in yellow text. The bottom of the image contains a caption about positive HIV tests after COVID and COVID shots plus social stress triggers.","molecular structure, science visualization",False,,NY,"{('shots', 'covid'): 4.415037499278844, ('shots', '+'): 3.8300749985576874, ('shots', 'social'): 4.415037499278844, ('shots', 'stress'): 4.415037499278844, ('shots', '-'): 3.2451124978365313}",20.32029999423075,0,0,Neutral,0.0,0.3818,0.176,0.137,0.686,0.3818,3.7636
PA_34,18-Apr,@ChildrensHD,"Why are so many people infertile?

""I don't think that those people know the vaccines that they got as children ... or COVID shots that they got in the last few years, never tested for impact on fertility ... never tested for carcinogenicity ... I think they need to know that.""
Show more",51,"tT Children's Health Defense - Pennsylvania Chapter reposted an Children’s Health Defense & @ChildrensHD - Apr 18 [Jove Why are so many people infertile? “| don’t think that those people know the vaccines that they got as children ... or COVID shots that they got in the last few years, never tested for impact on fertility ... never tested for carcinogenicity ... | think they need to know that.” ; ‘ wT YE / V— : i a day ! ii { ae O14 tl 87 © 251 il 5.4K At","The image shows a formal meeting or panel discussion with several people standing at what appears to be a conference table in an official-looking room. There are four individuals standing behind a wooden table with papers and a microphone. In the background, there's a portrait painting of what appears to be a historical figure in a gold frame, and dark curtains near windows. The setting suggests this is taking place in a government or institutional building.","meeting, panel, conference table, portrait painting, formal setting",True,,PA,"{('vaccines', 'people'): 5.483815777264256, ('vaccines', 'know'): 5.483815777264256, ('vaccines', 'got'): 5.483815777264256, ('shots', '.'): 3.091498354485496, ('shots', 'covid'): 6.483815777264256, ('shots', 'got'): 5.483815777264256}",31.51057724080678,4,9,K+ (high certainty),9.923664122137405,0.3923,0.025,0.0,0.975,0.3923,5.273149618320611
PA_104,11-Apr,@VigilantFox,"Yale Study Quietly Confirms COVID Vaccine Nightmare

They told you the shot would stay in your arm. That was a lie.

They said the spike protein would degrade quickly. That was a lie.

Yale researchers tracked vax-injured patients over time—and they were shocked to learn that",48,tT Children's Health Defense - Pennsylvania Chapter reposted The Vigilant Fox &f @ @VigilantFox - Apr 11 [Jou Yale Study Quietly Confirms COVID Vaccine Nightmare They told you the shot would stay in your arm. That was a lie. They said the spike protein would degrade quickly. That was a lie. Yale researchers tracked vax-injured patients over time—and they were shocked to learn that . Covip-19 . . SS i Om TQ 13K 9 34k ih 4.6M A 4,A close-up image of gloved hands handling a vial labeled 'COVID-19'. The person is wearing blue medical gloves and appears to be preparing or examining the vaccine vial against a light background.,"gloved hands, COVID-19 vaccine vial, medical setting",False,,PA,"{('vaccine', 'quietly'): 6.22881869049588, ('vaccine', 'confirms'): 6.22881869049588, ('vaccine', 'covid'): 6.22881869049588, ('vaccine', 'nightmare'): 6.22881869049588, ('vaccine', 'told'): 6.22881869049588, ('shot', 'told'): 6.22881869049588, ('shot', 'would'): 5.22881869049588, ('shot', 'stay'): 6.22881869049588, ('vax', 'yale'): 5.22881869049588, ('vax', 'researchers'): 6.22881869049588, ('vax', 'tracked'): 6.22881869049588, ('vax', '-'): 4.906890595608519, ('vax', 'injured'): 6.22881869049588, ('vax', 'patients'): 6.22881869049588}",83.88153357205496,4,0,K- (low certainty),3.174603174603174,-0.802,0.024,0.078,0.897,0.802,5.080190476190476
PA_87,12-Apr,@toobaffled,"Here's another child with measles.

She didn't get it from an unvaccinated person—she got it from the MMR vaccine.
Her mom hired a lab to confirm it was the vaccine strain of measles. 💉

Guess what her doctor called it? ""Viral syndrome.""

Why? Didn't want to get fired....",51,"tT Children's Health Defense - Pennsylvania Chapter reposted ¥ “Sudden And Unexpected” @ @toobaffled - Apr 12 [Jou Here's another child with measles. She didn't get it from an unvaccinated person—she got it from the MMR vaccine. Her mom hired a lab to confirm it was the vaccine strain of measles. & Guess what her doctor called it? ""Viral syndrome."" Why? Didn't want to get fired... Show more <> rr ) © 979 t1 1K QO 22K tht 11M nN sa",The image shows a young child with light hair and a rash visible on their face and upper body. The child appears to have a reddish rash consistent with what the post is describing as measles. The child is sitting against what looks like a light-colored background.,"child, rash, skin condition",True,,PA,"{('vaccine', 'mmr'): 5.451211111832329, ('vaccine', '.'): 2.5443205162238103, ('vaccine', 'mom'): 5.451211111832329, ('vaccine', 'strain'): 5.451211111832329, ('vaccine', 'measles'): 4.451211111832329}",23.34916496355313,0,3,K+ (high certainty),2.325581395348837,-0.8592,0.011,0.095,0.894,0.8592,5.067237209302325
PA_88,12-Apr,@ChildrensHD,"💉 COVID SHOTS: 'Destroying a generation'

Make this make sense (spoiler, you can't). 👇

Why, if the COVID shots remain under EUA authorization for babies and children, are they STILL being recommended?

It wouldn't have anything to do with the profits Big Pharma is making from
Show more",48,"tT Children's Health Defense - Pennsylvania Chapter reposted Children’s Health Defense &% @ChildrensHD - Apr 12 [Joo og, # COVID SHOTS: ‘Destroying a generation’ Make this make sense (spoiler, you can’t). 4 Why, if the COVID shots remain under EUA authorization for babies and children, are they STILL being recommended? It wouldn’t have anything to do with the profits Big Pharma is making from Show more | eg SSS |) ai aoa Paul Thomas, MD (Dr. Paul) > || Dr. Sherri Tenpenny oes AND DONT THINKIN THE LAST VE YEARS, SINCE WQS MB)! : ey ° CHILDREN'S HEALTH DEFENSE © 26 tl 367 Q 702 tht 20k A 4","A video thumbnail showing two individuals in a split-screen format. On the left is a person with glasses in a blue shirt with snowy trees in the background. On the right is a person with glasses and light-colored hair in a gray top with a stone fireplace visible in the background. The video appears to be from CHD TV (Children's Health Defense TV) as indicated by the logo in the corner. There's a timestamp of 0:43 visible and text at the bottom that says 'AND I DON'T THINK IN THE LAST FIVE YEARS, SINCE'.","two people in split-screen interview, indoor and outdoor settings",True,"Paul Thomas, MD (Dr. Paul) and Dr. Sherri Tenpenny",PA,"{('shots', 'covid'): 5.679480099505446, ('shots', ':'): 5.0945175987842894, ('shots', 'destroying'): 5.679480099505446, ('shots', 'remain'): 5.679480099505446, ('shots', 'eua'): 5.679480099505446}",27.81243799680608,0,2,K+ (high certainty),1.324503311258278,0.8264,0.089,0.021,0.889,0.8264,4.851475496688742
PA_59,14-Apr,@sayerjigmi,"Vaccination is not merely an injection of matter—It is the embedding of a belief. A spell sealed into flesh.

It says:
'Your body is insufficient.
Your nature is untrustworthy.
Only external authority can protect you.'

This is not healing. It is a ritual of disempowerment— a
Show more",49,tT Children's Health Defense - Pennsylvania Chapter reposted en Sayer Ji @ @sayerjigmi - Apr 14 [Jou | Vaccination is not merely an injection of matter— It is the embedding of a belief. A spell sealed into flesh. It says: ‘Your body is insufficient. Your nature is untrustworthy. Only external authority can protect you. This is not healing. It is a ritual of disempowerment— a Show more a | : a” / _ ( e — . f O17 1) 757 © 2.2K ih 49K Ns,The image shows a child receiving a vaccination. The child appears distressed and is crying while being held by someone. A healthcare worker wearing blue gloves is administering the injection to the child's arm. The child is wearing a white shirt.,"child, healthcare worker, vaccination, medical procedure",True,,PA,"{('vaccination', 'merely'): 6.357552004618084, ('injection', 'merely'): 6.357552004618084, ('injection', 'matter'): 6.357552004618084, ('injection', '—'): 5.035623909730721}",24.10827992358497,0,2,K+ (high certainty),1.587301587301587,0.743,0.067,0.0,0.933,0.743,4.724095238095238
