data_snap_source,tweet_date,user_name,tweet_text,word_count,image_tweet_text,image_description,image_subjects,image_contains_face,detected_persons,chapter_code,pmi_scores,pmi_sum,hedge_count,booster_count,epistemic_stance,epistemic_density,sentiment_compound,sentiment_pos,sentiment_neg,sentiment_neu
FL_47,27-Mar,@FLChildren...,"Come join us on Saturday April 26th,2025 for the ""Walk for Autism Awareness & Inclusion"" at Reuter Park🧩 @BPmattmorgan @LongwoodFL @maija_hahn @Hennac03",22,"See Beyond The Spectrum, The City of Longwood presents its 3rd Annual Walk for Autism Awareness & Inclusion, Reiter Park, 311 W Warren Avenue, Saturday, April 26, 2025, 11:00 am - 2:00 pm, Event Day Features: Splash Pad, Water Slides, Comic Book and Cartoon Characters, & Therapy Animals, FREE Event T-Shirts (1st Come 1st Served), FREE Noise Cancelling Headphones, FREE Chicken nuggets and pizza, Over 40+ Autism Friendly Vendors","A promotional flyer for the 3rd Annual Walk for Autism Awareness & Inclusion event. The flyer features a purple silhouette of a head with a colorful rainbow brain inside, an infinity symbol in rainbow colors, and an elephant outline filled with autism-related words. The flyer details the event information including location, date, time, and features like splash pad, free t-shirts, noise-cancelling headphones, and food.","autism awareness event, promotional information, colorful graphics",False,,FL,,0.0,0,0,Neutral,0.0,0.9493,0.166,0.017,0.817
FL_05,18-Apr,@maija_hahn,"FLORIDA ACTION NEEDED!🚨🚨🚨🚨🚨
SB 1270: The Patient Bill of Rights Bill, which stops medical providers, medical facilities, and educational institutions from discriminating solely for a person's vaccine status, does not have the votes in its final Senate committee nor the Floor",42,"Patient Bill Of Rights
Floridians should not be disciminated against for their vaccine status
#YesOnSB1270","A promotional image for the Patient Bill of Rights showing a group of people standing in front of what appears to be a government building. They are holding signs with messages like 'I am not a LEPAR but am being treated like one', 'I should matter too', 'Don't we deserve healthcare too?', and 'VOTE YES on SB 1270'. The bottom of the image shows logos for various organizations including MAHA Florida Coalition for Health Freedom and Children's Health Defense Florida Chapter.","people, signs, government building, advocacy message",True,,FL,"{('vaccine', 'status'): 5.129283016944966}",5.129283016944966,0,0,Neutral,0.0,-0.2244,0.0,0.026,0.974
FL_52,26-Mar,@maija_hahn,Replying to @FLChildrensHD @RobertKennedyJr and @DiedSuddenly_,6,"TV Children's Health Defense Florida reposted ® Health Freedom UnMuzzled @ @maija_hahn - Mar 26 Yu ‘ Replying to Gelouy = fe a -> Ave al es j ) Pp ay | y ° N \, wy) 8 i ""} le Saas | 4 A ‘ fo eh EE) Ce O3 1 O1 tht 20 A fs","A collage of three images: The left image shows two people taking a selfie, one wearing a white jacket and the other in a green floral dress with sunglasses. The top right image shows a group of people in what appears to be an office setting with computer monitors visible and a sign that says 'Project Health Freedom'. The bottom right image shows people sitting in what looks like a bus or shuttle with black leather seats.","people, office setting, transportation vehicle, American flag",True,Unidentified individuals,FL,,0.0,0,0,Neutral,0.0,0.6908,0.085,0.0,0.915
FL_53,26-Mar,@maija_hahn,What a great day with incredible Florida #MAHA people!,9,"The MAHA Florida Coalition came out to Tallahassee,Fl to discuss all things Medical Freedom🇺🇸 @FLSurgeonGen @GovRonDeSantis @MAHAAction @Hennac03 @maija_hahn @CodysLaw #CodysLaw HB149/SB1362","A collage of four images showing groups of people at what appears to be a political or advocacy event in Tallahassee, Florida. The images show various individuals in professional attire, some holding signs that read '#CodysLaw HB 149/SB 1362'. The event appears to be related to medical freedom advocacy and the MAHA Florida Coalition.","people, advocacy event, signs, professional setting",True,Various individuals at a political/advocacy event,FL,,0.0,0,0,Neutral,0.0,0.6588,0.128,0.0,0.872
FL_54,26-Mar,@FLChildren...,"The MAHA Florida Coalition came out to Tallahassee,Fl to discuss all things Medical Freedom🇺🇸 @FLSurgeonGen @GovRonDeSantis @MAHAAction @Hennac03 @maija_hahn @CodysLaw #CodysLaw HB149/SB1362",24,") Children's Health Defense F... @ @FLChildren...- Mar26 (J = The MAHA Florida Coalition came out to Tallahassee,Fl to discuss all things Medical Freedom23 HB149/SB1362 — = | apart I |i AS FAey? A {3 @) >a onl | 4 + A ey ; p\' a / cr! es 4] | fo 4 Ae hy be ~ masa es © 2 Pea 4) aa s lrg an al Q2 ts Os lt 498 As","A collage of four images showing groups of people at what appears to be a political or advocacy event in Tallahassee, Florida. The images show various groups posing together, some holding signs that read '#CodysLaw HB 149/SB 1362'. The event appears to be related to medical freedom advocacy by the MAHA Florida Coalition.","groups of people, advocacy signs, government building",True,Groups of unidentified individuals at an advocacy event,FL,,0.0,0,0,Neutral,0.0,0.2003,0.019,0.0,0.981
FL_56,23-Mar,@FLChildren...,"THIS is why it is so important to show up on Wednesday for our MAHA Florida Coalition Legislative Day! #SB56 & #HB477 is aiming to protect Floridian's from unregulated aerial/atmospheric spraying over our state. Seriously friends, you need to GET ACTIVE! Learn more:",44,"Federal Law, Created By Congress... ALLOWS ChemTrail/Geoengineering WEATHER CRIMES against the American people, anytime, anywhere Title 50 ...",The image shows a video thumbnail with a split screen. On the left side is a person with long dark hair. On the right side is an airplane flying through the sky leaving a trail behind it. At the bottom of the image is a cartoon character with orange hair appearing distressed. There's also some text visible about 'testing of chemical and...' and a timestamp of 2:16.,"airplane, contrail/chemtrail, cartoon character, sky",True,,FL,,0.0,0,1,Neutral,1.612903225806452,0.9126,0.202,0.024,0.774
FL_57,21-Mar,@uscodr,"The Council on Domestic Relations is proud to support the MAHA Florida Coalition for Health Freedom's Legislative Day next Wednesday, March 26th. Meet us there, or book a seat on the bus and ride in style with like minds to the Florida Capitol Building, where you'll be greeted",50,"MAHA FLORIDA COALITION For Health Freedom LEGISLATIVE DAY TALLAHASSEE LET YOUR VOICE BE HEARD MARCH 26, 2025","A promotional banner for the MAHA Florida Coalition for Health Freedom Legislative Day. The banner has a blue and white design with gold text. It shows images of the Florida Capitol building, a bus, and what appears to be people gathering. The date March 26, 2025 is prominently displayed along with the slogan 'Let your voice be heard' and the location 'Tallahassee'.","capitol building, bus, crowd, government buildings",True,,FL,,0.0,0,0,Neutral,0.0,0.9274,0.196,0.0,0.804
FL_58,20-Mar,@radioactivestox,Legal Sunshine notice! Miami dade commissioners will be discussing suspending adding fluoride to the water!,15,"MIAMI-DADE COUNTY, FLORIDA SUNSHINE NOTICE
NOTICE IS GIVEN that the Honorable Roberto J. Gonzalez, Miami-Dade County Commissioner, District 11, is hosting a Fluoride Virtual Town Hall meeting scheduled for Thursday, March 27, 2025, at 4:00 p.m. This meeting will only be held virtually utilizing communications media technology. Other members of the Miami-Dade County Board of County Commissioners may be in attendance.

Interested parties may:
(1) Join the virtual Town Hall meeting online by logging in at: https://miamidade.zoom.us/j/89772740817?pwd=RJc3dRDyjzOWCBh9X6o0YkCTmP...

If you are deaf or hard of hearing, or require additional information regarding this noticed meeting, please contact District 11 at (305) 375-5511 or send an e-mail to District11@miamidade.gov in advance of the meeting to initiate your request. TTY users may also call 711 (Florida Relay Service). This publicly noticed meeting will be recorded.

JUAN FERNANDEZ-BARQUIN, CLERK OF THE COURT AND COMPTROLLER
BASIA PRUNA, DEPUTY CLERK","A screenshot of a legal notice from Miami-Dade County, Florida announcing a Fluoride Virtual Town Hall meeting scheduled for March 27, 2025, at 4:00 p.m. The notice includes details about how to join the meeting and contact information for District 11.","legal notice, government document, public meeting announcement",False,,FL,,0.0,3,3,Mixed,3.428571428571429,0.9648,0.131,0.008,0.861
FL_59,19-Mar,@jasondeandc,You now have to independently investigate all the people who voted for it and find their crimes. There is always a money trail. Find it and then start broadcasting it all over social media and the local media there.,39,It's a sad day for the children and pregnant women in the water district of @CityofCocoa as the council voted 4-1 to fix their broken fluoride system and begin again adding the neurotoxin to the community's drinking water. This decision came even after the public emailed and [Show more],"The image shows a group standing outdoors in what appears to be a park setting with the City of Cocoa branding. The image contains several children and two adults, some holding glasses of water. The image has text overlay reading 'We Do Not Consent' and 'Fluoride in our drinking water is hazardous to developing brains.' The Children's Health Defense Florida Chapter logo appears in the corner.","children, adults, glasses of water, outdoor setting",True,,FL,,0.0,0,2,K+ (high certainty),2.197802197802198,-0.7351,0.0,0.067,0.933
FL_06,17-Apr,@FLChildren...,👏👏,0,"🔥HUGE NEWS: @DrMakaryFDA KICKS OUT BIG PHARMA from FDA advisory committees ""They can sit with the rest of the public and watch and pose questions, as the rest of the American public can."" BIG PHARMA BOOTED FROM FDA ADVISORY COMMITTEES","A screenshot of a tweet from Children's Health Defense with a video thumbnail showing a person in a suit speaking, with the FDA logo visible in the background. The video appears to be from SiriusXM as indicated by the watermark. Text overlay reads 'BIG PHARMA BOOTED FROM FDA ADVISORY COMMITTEES' and 'TO MAKE IT USER FRIENDLY AND EXPEDITIOUS.'","video thumbnail, FDA logo, text overlay",True,Person in suit speaking at what appears to be an FDA-related event,FL,,0.0,0,0,Neutral,0.0,0.0,0.0,0.0,1.0
FL_61,19-Mar,@ChildrensHD,"🚨BREAKING – Hospital Records in Texas Measles Death Released to CHD

After analyzing the medical records, @PierreKory concludes that this child ""did not die of measles.""

""She did not die of measles by any stretch of the imagination. In fact, she died of pneumonia. But it gets",46,SHE DIDN'T REALLY DIE OF PNEUMONIA.,A video screenshot showing a person in glasses and a dark shirt sitting in what appears to be a home office or study with bookshelves in the background. The video has CHD TV branding and a caption at the bottom stating 'SHE DIDN'T REALLY DIE OF PNEUMONIA.',"person, bookshelves, home office setting",True,"A person identified as Pierre Kory, M.D.",FL,,0.0,0,1,Neutral,1.886792452830189,0.7627,0.159,0.073,0.768
FL_62,19-Mar,@FLChildren...,"It's a sad day for the children and pregnant women in the water district of @CityofCocoa as the council voted 4-1 to fix their broken fluoride system and begin again adding the neurotoxin to the community's drinking water.
This decision came even after the public emailed and",50,"City Of Cocoa
We Do Not Consent
Fluoride in our drinking water is hazardous to devloping brains.","The image shows a group of children and two pregnant women standing outdoors in what appears to be a park area with the City of Cocoa sign visible in the background. The people in the image are holding glasses of water. The image has text overlaid that reads 'City Of Cocoa' at the top and 'We Do Not Consent' at the bottom, with smaller text stating 'Fluoride in our drinking water is hazardous to developing brains.' The Children's Health Defense Florida Chapter logo is visible in the corner.","children, pregnant women, water glasses, park, protest message",True,No identifiable public figures,FL,,0.0,0,0,Neutral,0.0,-0.7824,0.0,0.114,0.886
FL_64,18-Mar,@FLChildren...,BREAKING‼️ Exclusive interview with the parents of the child who died with #MEASLES.,13,"MUST-SEE EXCLUSIVE INTERVIEW: CHD SITS DOWN WITH PARENTS OF CHILD IN TEXAS MEASLES OUTBREAK DEATH
The parents of the 6-year-old West Texas child who died in ...
Show more","The image shows an interview setting with two people sitting and being interviewed. The scene appears to be indoors with a homey background. There's a 'CHD.TV' logo in the bottom right corner, and a caption at the bottom reads 'Parents of Child In Texas Measles Outbreak Death' with a timestamp of '1:14'. There's also a text overlay that says 'SAYING SHE WAS GETTING VERY TIRED AND I'.","interview setting, indoor environment, CHD.TV branding",True,,FL,,0.0,0,2,K+ (high certainty),4.545454545454546,-0.8779,0.067,0.213,0.72
